OBJECTID,IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors,CollisionYear,CityCrash
9703,35287503,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,US41,,N,,,,,,,37.8703315,-87.57059246,,2025-09-16,739,3,3,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45917.40125,False,82,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,OTHER,,2025,1
9706,35287996,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1680,GREEN,ST,S,,,,,,,37.81694626,-87.61351819,13.776,2025-09-16,1130,2,2,0,1,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45917.48345,False,49,Accepted,2,2,A,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",OTHER,2025,1
9707,35288000,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,US0041,US41 RAMP FROM KY351,,,,,37.83346856,-87.56554442,14.323,2025-09-15,1715,2,2,0,0,CLEAR,DRY,True,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45917.48357,False,67,Accepted,5,5,O,CONSTRUCTION WORK ZONE,INATTENTION,,2025,1
9708,35289611,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ILEX,DR,,,OLD MADISONVILLE,,,,,37.80522322,-87.58784277,,2025-09-08,1101,2,2,0,3,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45917.72043,False,82,Accepted,3,3,B,,DISREGARD TRAFFIC CONTROL,,2025,1
9709,35289612,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.87232495,-87.56931082,,2025-09-04,1516,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45917.72046,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9710,35289613,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,BARRET,BLVD,,,,,,,,37.86433381,-87.57363648,,2025-08-21,1457,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45917.72049,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9711,35289614,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ELM,ST,,,14TH,,,,,37.85480553,-87.58061783,,2025-09-08,1833,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45917.72054,False,83,Accepted,5,5,O,GLARE (SUN),INATTENTION,,2025,1
9712,35289616,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.87151752,-87.56970467,,2025-09-11,1142,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45917.7206,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9713,35289617,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.84715248,-87.56649135,,2025-09-11,1343,1,1,0,0,CLEAR,DRY,False,OCCUPANT FELL FROM MOVING VEHICLE,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,,,45917.72063,False,83,Accepted,5,5,O,,"INATTENTION, NOT UNDER PROPER CONTROL",,2025,1
9714,35289618,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,US HWY 60,,,,GREEN RIVER,,,,,37.86129056,-87.56413979,,2025-09-11,1413,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,45917.72066,False,82,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,,2025,1
9715,35289619,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.8530164,-87.56910333,,2025-09-11,1511,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45917.72069,False,83,Accepted,5,5,O,,"INATTENTION, LOST CONSCIOUSNESS/FAINTED",,2025,1
9716,35295204,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,4TH,ST,,,INGRAM,,,,,37.84139999,-87.58530642,0.283,2025-09-12,1857,1,1,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,45918.95595,False,33,Accepted,5,5,O,,,,2025,1
9717,35295208,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,115,INGRAM,ST,N,,,,,,,37.83691617,-87.58822311,0.634,2025-09-14,2030,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45918.95617,False,43,Accepted,5,5,O,,INATTENTION,,2025,1
9718,35295591,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,WASHINGTON,,,,,37.83626746,-87.59075825,15.632,2025-09-16,1955,2,2,0,0,CLEAR,DRY,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,45919.04135,False,33,Accepted,5,5,O,,,,2025,1
9721,35306248,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1016,ELM,ST,N,,,,,,,37.85071508,-87.58311667,0.99,2025-08-08,1612,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45922.33848,False,23,Accepted,5,5,O,,"INATTENTION, MISJUDGE CLEARANCE",,2025,1
9722,35306252,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,1905,US41,,N,,,,,,,37.8619814,-87.57516515,16.405,2025-09-01,1440,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45922.3386,False,23,Accepted,5,5,O,,"INATTENTION, MISJUDGE CLEARANCE",,2025,1
9723,35306254,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,15,US41,,N,,,,,,,37.85908775,-87.5751751,16.205,2025-09-13,1303,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & HILLCREST,DAYLIGHT,,,45922.33867,False,23,Accepted,5,5,O,,"INATTENTION, MISJUDGE CLEARANCE",,2025,1
9724,35306255,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,29,GREEN,ST,N,,CENTER,,,,,37.83728582,-87.58990585,15.751,2025-09-16,1541,2,2,0,0,CLEAR,DRY,False,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,45922.33873,False,53,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, MISJUDGE CLEARANCE",,2025,1
9725,35306400,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,343,SPRING GARDEN,RD,,,,,,,,37.82852488,-87.54694972,0.201,2025-09-18,1649,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45922.36056,False,25,Accepted,5,5,O,,OTHER,,2025,1
9726,35306401,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,TURNER,,,,,37.82464365,-87.60221511,14.619,2025-09-18,1650,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45922.36061,False,47,Accepted,3,3,B,BACKUP DUE TO REGULAR CONGESTION,INATTENTION,,2025,1
9729,35307128,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,GREEN,ST,S,KY0425,KY425,,,,,37.79995682,-87.64771826,8.715,2025-09-17,1241,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45922.47884,False,49,Accepted,5,5,O,,,,2025,1
9730,35307131,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,MARYWOOD,,,,,37.86724453,-87.57211581,16.804,2025-09-19,1157,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45922.47898,False,23,Accepted,5,5,O,,INATTENTION,,2025,1
9731,35307134,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,3RD,ST,,,ELM,,,,,37.84136121,-87.58921658,0.193,2025-09-16,1417,2,1,0,2,CLEAR,DRY,False,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,45922.47907,False,34,Accepted,5,3,B,,,,2025,1
9732,35307189,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WATSON,LN,,US0041,US41,,,,,37.87535439,-87.56776946,1.09,2025-09-21,1648,2,2,0,0,CLEAR,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45922.49186,False,49,Accepted,5,5,O,,FAILED TO KEEP PROPER LANE,,2025,1
9733,35307850,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,S,,CHESTNUT,,,,,37.82796318,-87.59892378,,2025-09-18,1135,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,45922.62416,False,82,Accepted,5,5,O,,OTHER,BRAKES DEFECTIVE,2025,1
9734,35307855,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,S,,,,,,,37.82459789,-87.60231176,,2025-09-17,1224,2,2,0,1,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45922.62423,False,82,Accepted,5,3,B,,FAILED TO YIELD RIGHT OF WAY,BRAKES DEFECTIVE,2025,1
9735,35307857,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,,,POWELL,,,,,37.83513564,-87.59194341,,2025-09-18,1430,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45922.6243,False,82,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2025,1
9736,35310847,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,,,,37.81843838,-87.61113327,13.89,2025-09-22,742,2,2,0,2,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45923.36806,False,52,Accepted,5,4,C,SLIPPERY SURFACE,FOLLOWING TOO CLOSE,,2025,1
9740,35316612,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,CLAY,,DIXON,37.83313057,-87.59396794,15.319,2025-09-19,1622,2,1,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45924.57139,False,20,Accepted,5,5,O,,,BRAKES DEFECTIVE,2025,1
9741,35319927,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US HWY 41,,,,,,,,,37.81166681,-87.56696115,0.424,2025-09-22,741,1,1,0,1,RAINING,WATER (STANDING OR MOVING),False,COLLISION WITH FIXED OBJECT NOT IN GORE ,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,US0041,AU9005,45925.37044,False,82,Accepted,5,3,B,WATER POOLING,OTHER,,2025,1
9742,35319928,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,,,,37.8522353,-87.58020505,,2025-09-15,1529,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45925.37049,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9743,35319929,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,,,,37.83319752,-87.59378474,,2025-09-05,1522,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45925.37054,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9744,35319930,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WATSON,LN,,,,,,,,37.87520495,-87.56704955,,2025-09-06,1206,2,2,0,0,CLEAR,FLOODED,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45925.37059,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9745,35319931,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ELM,ST,N,,,,,,,37.85546373,-87.58030357,,2025-06-13,1436,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & HILLCREST,DAYLIGHT,,,45925.37064,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9746,35321082,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,KY0351,2ND,,,,,37.83940893,-87.58852627,15.917,2025-09-24,729,2,2,0,0,CLOUDY,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45925.5837,False,46,Accepted,5,5,O,,INATTENTION,,2025,1
9747,35321153,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,BARRET,BLVD,,,,,BARRET,US0041,US41,37.86418519,-87.57332361,0.876,2025-09-25,632,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45925.58998,False,67,Accepted,5,5,O,,INATTENTION,,2025,1
9748,35323240,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,14,US41,,N,,,,,,,37.8338806,-87.5652676,14.329,2025-09-18,2010,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,45925.90668,False,35,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,,2025,1
9749,35323354,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,221,INGRAM,ST,N,,,,,,,37.83982818,-87.58637381,0.408,2025-09-19,1741,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45925.92733,False,29,Accepted,5,5,O,,,,2025,1
9750,35323593,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,2150,US60,,E,,,,,,,37.86005441,-87.5658256,10.67,2025-09-16,2229,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45925.99284,False,33,Accepted,5,5,O,,NOT UNDER PROPER CONTROL,,2025,1
9752,35324126,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,,,,37.82698885,-87.59990192,14.809,2025-09-11,2018,1,1,0,0,CLEAR,DRY,False,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45926.1222,False,48,Accepted,5,5,O,,,,2025,1
9753,35325089,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,,,,37.84371242,-87.58563992,,2025-09-08,1100,3,2,0,2,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45926.41806,False,83,Accepted,5,3,B,,INATTENTION,,2025,1
9754,35325215,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,5TH,ST,,,ADAMS,,,,,37.8421873,-87.58335578,0.79,2025-09-16,1526,2,2,0,4,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45926.43812,False,34,Accepted,4,2,A,,INATTENTION,,2025,1
9755,35325216,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,LAKE,DR,,,,,,,,37.81751144,-87.57155293,0.101,2025-09-25,1738,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45926.43816,False,52,Accepted,5,5,O,,MISJUDGE CLEARANCE,,2025,1
9756,35334951,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,76,GREEN,ST,S,,,,,,,37.83615032,-87.59095443,15.65,2025-09-27,743,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45929.39306,False,46,Accepted,5,5,O,,,,2025,1
9757,35334952,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2222,US41,,N,,,,,,,37.86906926,-87.57107288,16.954,2025-09-28,1209,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45929.3931,False,46,Accepted,5,5,O,,INATTENTION,,2025,1
9763,35336109,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2539,US41,,N,,,,,,,37.87459404,-87.56832241,17.307,2025-09-28,1334,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45929.55882,False,23,Accepted,5,5,O,,INATTENTION,,2025,1
9764,35338427,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,230,GREEN,ST,N,,,,,,,37.84017171,-87.58781875,15.981,2025-09-24,1948,1,1,0,0,CLOUDY,WET,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45929.99203,False,43,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,,2025,1
9765,35338428,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,200,GREEN,ST,N,,,,,,,37.83885272,-87.58879319,15.877,2025-09-24,2222,1,1,0,0,RAINING,WET,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,45929.9921,False,30,Accepted,5,5,O,OTHER,,,2025,1
9766,35338660,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1127,ELM,ST,N,,,,,,,37.85190001,-87.58261618,1.075,2025-09-27,128,2,2,0,0,CLEAR,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45930.0375,False,33,Accepted,5,5,O,,"ALCOHOL INVOLVEMENT, CELL PHONE, DISTRACTION",,2025,1
9767,35338661,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0136,1300,SAND,LN,,,,,,,,37.82333245,-87.60252613,19.592,2025-09-27,1642,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45930.03754,False,30,Accepted,5,5,O,,INATTENTION,,2025,1
9769,35339712,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,,ZION,RD,,,,,,,,37.83091847,-87.56703289,,2025-09-24,1612,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45930.35925,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9770,35339735,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,5TH,ST,,,MAIN,,,,,37.84456,-87.58918776,,2025-09-29,1416,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45930.36245,False,82,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2025,1
9773,35340140,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,,,,37.84464061,-87.58505401,16.289,2025-09-27,2047,3,3,0,1,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,45930.41234,True,137,Accepted,5,4,C,,INATTENTION,,2025,1
9774,35341592,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,2ND,ST,,,KLUTEY PARK,,,,,37.83240622,-87.57159714,,2025-09-29,1142,2,1,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45930.60806,False,82,Accepted,5,5,O,OTHER,DISTRACTION,,2025,1
9776,35344931,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.88342108,-87.56283499,,2025-09-22,1046,1,1,0,0,RAINING,WATER (STANDING OR MOVING),False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,45931.45178,False,82,Accepted,5,5,O,"SLIPPERY SURFACE, WATER POOLING",OTHER,,2025,1
9777,35344932,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,,,1ST,,,,,37.83818321,-87.58924572,,2025-09-29,1358,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45931.45182,False,83,Accepted,5,5,O,,INATTENTION,,2025,1
9778,35345044,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,INGRAM,ST,N,,,,,,,37.84086995,-87.58566781,0.327,2025-09-30,824,1,1,0,1,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,45931.4685,False,52,Accepted,5,4,C,FIXED OBJECT(S),MISJUDGE CLEARANCE,,2025,1
9780,35349292,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,US41,,N,,,,,,,37.87294159,-87.56900392,,2025-10-01,854,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32315,False,82,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,DISTRACTION,,2025,1
9781,35349294,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,BARRET,BLVD,,US0041,US41,,,,,37.86430748,-87.57366155,0.897,2025-10-01,958,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32323,False,67,Accepted,5,5,O,,INATTENTION,,2025,1
9782,35349295,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,GREEN,ST,,,14TH,,,,,37.85408291,-87.57886125,,2025-10-01,1046,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32329,False,82,Accepted,3,3,B,BACKUP DUE TO REGULAR CONGESTION,FAILED TO YIELD RIGHT OF WAY,,2025,1
9783,35349296,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,CLAY,,DIXON,37.83332372,-87.59375599,15.4,2025-10-01,1052,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32332,False,67,Accepted,5,5,O,,INATTENTION,,2025,1
9784,35349308,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,BARKER,,WALKER,37.87156138,-87.56996302,17.12,2025-09-30,1316,2,2,0,0,CLEAR,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32686,False,67,Accepted,5,5,O,,OTHER,,2025,1
9785,35349309,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,HEILMAN,AVE,,,MCKINLEY,,,,,37.83481704,-87.57483132,0.157,2025-09-30,743,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,45932.32689,False,53,Accepted,5,5,O,,INATTENTION,,2025,1
