OBJECTID,IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,InjurySeverityCde,KABCO_Code,KABCO,Environmental_Factors,Human_Factors,Vehicular_Factors,CollisionYear,CityCrash
1,24448943,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,,,,,,37.85750616,-87.57297769,10.291,2019-01-03,741,2,2,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,43468.5303,False,67,Accepted,5,5,O,,INATTENTION,,2019,1
4,24458336,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1700,GREEN,ST,S,,,,,,,37.81595379,-87.61505967,13.655,2019-01-04,1714,2,2,0,0,RAINING,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43470.76245,False,25,Accepted,5,5,O,,"DISTRACTION, FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
6,24466530,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,1700,2ND,ST,,,,,,,,37.83208082,-87.57096235,1.086,2019-01-02,1510,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43472.79028,False,64,Accepted,5,5,O,,INATTENTION,BRAKES DEFECTIVE,2019,1
7,24466531,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,MEADOW,ST,,,,,,,,37.82982687,-87.58297458,0.485,2019-01-06,1452,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43472.79032,False,50,Accepted,5,5,O,,,BRAKES DEFECTIVE,2019,1
8,24466566,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,629,GREEN,ST,S,,,,,,,37.8307984,-87.59618643,15.194,2019-01-05,2056,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43472.80536,False,50,Accepted,5,5,O,,"FATIGUE, NOT UNDER PROPER CONTROL",,2019,1
9,24467781,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,1800,US41,,N,,,,,,,37.86147813,-87.575456,16.37,2019-01-06,1055,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,43473.2867,False,67,Accepted,5,5,O,,INATTENTION,,2019,1
10,24469178,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,KRESGE,,,,,37.81613323,-87.61473019,13.672,2019-01-05,1137,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43473.41563,False,26,Accepted,5,5,O,,INATTENTION,,2019,1
14,24473011,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2000,US41,,N,,,,,,,37.87423566,-87.56849118,17.322,2019-01-07,1726,3,3,0,0,CLOUDY,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43473.97846,False,46,Accepted,5,5,O,,INATTENTION,,2019,1
15,24477865,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,700,GREEN,ST,S,,,,,,,37.83040951,-87.59669059,15.17,2019-01-08,1837,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43474.72029,False,64,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,,2019,1
16,24477867,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,POWELL,ST,,,ADAMS,,,,,37.83365664,-87.58953818,0.455,2019-01-08,1610,2,2,0,2,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43474.72053,False,64,Accepted,4,4,C,GLARE (SUN),INATTENTION,,2019,1
18,24479240,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,,,,,,,,37.81901071,-87.56292399,2.032,2019-01-04,1957,1,1,0,0,CLEAR,DRY,False,VEHICLE GOING IN WRONG DIRECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43475.1294,False,62,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,,2019,1
19,24479245,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,27,CLARK,ST,,,,,,,,37.8339108,-87.57911842,0.152,2019-01-05,130,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43475.12949,False,62,Accepted,5,5,O,,INATTENTION,,2019,1
20,24480486,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,WATSON,,,,,37.87535434,-87.56786805,17.409,2019-01-08,1242,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43475.40283,False,8,Accepted,5,5,O,GLARE (SUN),DISREGARD TRAFFIC CONTROL,,2019,1
22,24485980,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,CANOE CREEK,,FAIR,37.82112186,-87.60664912,14.256,2019-01-10,1223,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43476.38244,False,60,Accepted,5,5,O,,OTHER,,2019,1
23,24485981,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,US0041,US41 CROSSOVER,US0041,US41 RAMP KY351,37.83774528,-87.56467432,14.597,2019-01-10,1130,2,2,0,1,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,43476.38249,False,29,Accepted,5,4,C,GLARE (SUN),"INATTENTION, OTHER",,2019,1
24,24490230,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,MARYWOOD,,BARRET,37.86699391,-87.57233628,16.783,2019-01-11,824,2,2,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43477.43495,False,67,Accepted,5,5,O,,INATTENTION,,2019,1
25,24491013,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,200,3RD,ST,,,MAIN,,,,,37.8420044,-87.59082976,0.096,2019-01-09,1415,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43477.74432,False,61,Accepted,5,5,O,,,,2019,1
29,24491401,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,100,MEADOW,ST,,,,,,,,37.83055168,-87.58227851,0.548,2019-01-06,1644,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43477.93359,False,61,Accepted,5,5,O,,INATTENTION,,2019,1
30,24491588,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,710,MAIN,ST,N,,,,,,,37.84739599,-87.58733626,0.572,2019-01-11,2227,2,2,0,0,SNOWING,SNOW/SLUSH,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43478.00346,False,62,Accepted,5,5,O,SLIPPERY SURFACE,"INATTENTION, NOT UNDER PROPER CONTROL, TOO FAST FOR CONDITIONS",,2019,1
31,24493413,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,192,GARDEN MILE,RD,N,,,,,,,37.82810644,-87.55778622,0.012,2019-01-10,1545,2,2,0,1,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43478.75303,False,50,Accepted,5,4,C,,OTHER,,2019,1
32,24497389,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,CLAY,,DIXON,37.83357984,-87.59347141,15.426,2019-01-13,652,1,1,0,0,RAINING,WET,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,43479.57556,False,65,Accepted,5,5,O,,"INATTENTION, NOT UNDER PROPER CONTROL",,2019,1
34,24497651,0510000,HENDERSON COUNTY SHERIFF DEPT.,Accepted,HENDERSON,US0060,,KY331,,,,,,OLD HENDERSON CORYDON,,HENDERSON COMMUNITY COLLEGE,37.79636122,-87.65703841,8.145,2019-01-11,2016,1,1,0,0,SNOWING,SNOW/SLUSH,False,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43479.59744,False,133,Accepted,5,5,O,SLIPPERY SURFACE,NOT UNDER PROPER CONTROL,,2019,1
37,24499379,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2855,US41,,N,,,,,,,37.86068253,-87.57553063,16.32,2019-01-07,2115,2,2,0,1,CLOUDY,WET,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43479.88145,False,57,Accepted,5,4,C,"ANIMALS ACTION, DEBRIS IN ROADWAY",,,2019,1
38,24499381,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,BARRET,,,,,37.85990578,-87.56775112,10.6,2019-01-12,1826,2,2,0,0,RAINING,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,43479.8815,False,61,Accepted,5,5,O,,FAILED TO YIELD RIGHT OF WAY,,2019,1
39,24499382,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84326869,-87.58600777,16.216,2019-01-13,1732,3,3,0,0,CLOUDY,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DUSK,,,43479.88153,False,64,Accepted,5,5,O,,INATTENTION,,2019,1
40,24499383,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,2900,US60,,E,,,,,,,37.86468135,-87.55179638,11.572,2019-01-11,1843,3,3,0,0,SNOWING,SNOW/SLUSH,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,,,43479.88157,False,57,Accepted,5,5,O,SLIPPERY SURFACE,NOT UNDER PROPER CONTROL,,2019,1
41,24499384,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,1300,2ND,ST,,,,,,,,37.8328342,-87.57248131,0.992,2019-01-13,1848,2,2,0,0,CLOUDY,WET,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43479.8816,False,64,Accepted,5,5,O,,INATTENTION,,2019,1
42,24499485,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,2200,ZION,RD,,,,,,,,37.82968896,-87.56268666,1.572,2019-01-09,1538,2,1,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43479.91256,False,6,Accepted,5,5,O,,INATTENTION,,2019,1
43,24505221,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,1900,ELM,ST,N,,,,,,,37.86387033,-87.57550007,1.995,2019-01-11,1709,2,2,0,3,"SLEET, HAIL, FREEZING RAIN",WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DUSK,,,43480.94232,False,57,Accepted,5,4,C,SLIPPERY SURFACE,"INATTENTION, NOT UNDER PROPER CONTROL",,2019,1
44,24506838,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0351,2400,ZION,RD,,,,,ARLINGTON,KY1539,LARUE,37.82878013,-87.55952173,1.758,2019-01-14,640,2,2,0,0,CLEAR,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,,,43481.40813,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
47,24516677,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,,,,ROCKS,,MCCLAIN,37.81797611,-87.61185694,13.894,2019-01-14,1145,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43483.45723,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
49,24520552,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,POWELL,ST,,,MEADOW,,,,,37.82983523,-87.58290907,0.91,2019-01-17,1204,2,2,0,1,CLOUDY,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43484.41114,False,7,Accepted,5,4,C,,INATTENTION,,2019,1
50,24520554,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,HERRON,,,,,37.85480739,-87.57788165,17.149,2019-01-17,1008,2,2,0,3,RAINING,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,CURVE & LEVEL,DAYLIGHT,,,43484.41119,False,36,Accepted,5,3,B,,INATTENTION,,2019,1
52,24521424,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,,,6TH,,5TH,37.84385815,-87.58558207,16.264,2019-01-16,1645,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43484.73212,False,34,Accepted,5,5,O,,INATTENTION,MIRRORS,2019,1
53,24521431,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,1999,US60,,E,,,,,,,37.85946929,-87.56896718,10.534,2019-01-18,1817,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING NON INTERSECTION,BACKING,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,43484.73235,False,50,Accepted,5,5,O,,IMPROPER BACKING,,2019,1
54,24521432,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,BARRET,,,,,37.85982346,-87.56799204,10.587,2019-01-18,1748,2,2,0,1,CLEAR,DRY,False,HEAD-ON COLLISION,HEAD ON,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,43484.73245,False,37,Accepted,4,4,C,,ALCOHOL INVOLVEMENT,,2019,1
55,24523256,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,429,MAYER,ST,,,,,,,,37.8269315,-87.58320292,0.045,2019-01-14,1947,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43485.72961,False,50,Accepted,5,5,O,,ALCOHOL INVOLVEMENT,,2019,1
56,24523258,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,,,,,37.82828929,-87.56668549,13.762,2019-01-19,1956,2,2,0,0,SNOWING,SNOW/SLUSH,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/OFF,,,43485.72969,False,24,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,,2019,1
57,24523259,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,WATSON,,,,,37.87534573,-87.56781028,17.409,2019-01-19,1622,3,3,0,0,RAINING,WET,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43485.72974,False,24,Accepted,5,5,O,SLIPPERY SURFACE,INATTENTION,TIRES,2019,1
58,24523368,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WASHINGTON,ST,,,MEADOW,,,,,37.83090801,-87.5819366,0.596,2019-01-19,1610,2,2,0,0,RAINING,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43485.76496,False,64,Accepted,5,5,O,,INATTENTION,,2019,1
59,24523369,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,700,ATKINSON,ST,,,,,,,,37.82172454,-87.58011964,0.488,2019-01-19,2043,1,1,0,0,SNOWING,SNOW/SLUSH,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,43485.7651,False,64,Accepted,5,5,O,OTHER,NOT UNDER PROPER CONTROL,,2019,1
60,24524810,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ELM,ST,N,,,,CENTER,,1ST,37.8380608,-87.59150113,0.003,2019-01-18,1252,2,1,0,1,CLOUDY,DRY,False,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43486.35948,False,36,Accepted,5,3,B,,"FAILED TO YIELD RIGHT OF WAY, INATTENTION",,2019,1
61,24526419,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,612,1ST,ST,,,,,,,,37.83674899,-87.58547629,0.524,2019-01-18,1934,2,2,0,0,CLEAR,DRY,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43486.71212,False,61,Accepted,5,5,O,,,,2019,1
67,24531475,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,2855,US41,,N,,,,,,,37.87596092,-87.56749273,17.454,2019-01-19,1849,1,1,0,0,SNOWING,SNOW/SLUSH,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43487.66586,False,61,Accepted,5,5,O,SLIPPERY SURFACE,NOT UNDER PROPER CONTROL,,2019,1
68,24537363,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,RETTIG,,,,,37.86737601,-87.57226981,16.812,2019-01-22,1730,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43488.77621,False,37,Accepted,5,5,O,,INATTENTION,,2019,1
69,24538224,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,CENTER,ST,,,,,,,,37.83625041,-87.58804118,0.718,2019-01-20,2205,1,1,0,0,OTHER,ICE,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,43489.24808,False,63,Accepted,5,5,O,SLIPPERY SURFACE,TOO FAST FOR CONDITIONS,,2019,1
72,24540355,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,ADAMS,LN,,,,KY0351,ZION,,BRIARPATCH,37.82504566,-87.54879034,0.067,2019-01-23,732,2,2,0,0,RAINING,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43489.49242,False,67,Accepted,5,5,O,,INATTENTION,,2019,1
73,24540356,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,WASHINGTON,ST,,,,,MAIN,,WATER,37.83839895,-87.59422733,1.447,2019-01-23,1237,2,2,0,0,RAINING,WET,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43489.49245,False,29,Accepted,5,5,O,,INATTENTION,,2019,1
74,24540569,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,5TH,ST,,,,US0041A,GREEN,,INGRAM,37.84295926,-87.58528845,0.909,2019-01-23,730,2,2,0,0,RAINING,WET,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43489.52634,False,36,Accepted,5,5,O,,IMPROPER PASSING,,2019,1
75,24540570,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,JACKSON,ST,,,,,ELM,,MAIN,37.83079704,-87.59907831,,2019-01-22,2300,2,2,0,0,RAINING,WET,True,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43489.52647,False,23,Accepted,5,5,O,,,,2019,1
76,24543223,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,KY0812,,AIRLINE,RD,,,,KY2084,KY2084,,GLOVER,37.82098688,-87.57077688,7.492,2019-01-21,1525,1,1,0,0,CLOUDY,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,43489.92518,False,34,Accepted,5,5,O,,,,2019,1
77,24543238,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,S,KY0136,SAND,,,,,37.8236388,-87.60324547,14.513,2019-01-24,1555,2,2,0,0,CLOUDY,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,43489.92831,False,34,Accepted,5,5,O,,INATTENTION,,2019,1
78,24545060,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,,GREEN,ST,N,,5TH,,,,,37.84330207,-87.58599691,16.217,2019-01-24,851,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43490.4054,False,36,Accepted,5,5,O,,"DISREGARD TRAFFIC CONTROL, INATTENTION",,2019,1
79,24547270,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,200,KLUTEY PARK PLAZA,DR,,,YMCA,,,,,37.83486768,-87.56936659,0.209,2019-01-17,1551,2,2,0,0,CLOUDY,WET,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43490.66396,False,25,Accepted,5,5,O,,INATTENTION,,2019,1
80,24547946,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0060,,US60,,E,,,,MANOR,,BARRET,37.86013747,-87.56725121,10.633,2019-01-24,1448,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43490.78868,False,34,Accepted,5,5,O,BACKUP DUE TO REGULAR CONGESTION,OTHER,,2019,1
85,24551552,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,MCKINLEY,ST,S,,WASHINGTON,,,,,37.82784059,-87.57658581,0.001,2019-01-26,1536,2,2,0,0,CLEAR,DRY,False,VEHICLE BACKING IN INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,,,43492.1396,False,66,Accepted,5,5,O,,INATTENTION,,2019,1
86,24553001,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,1900,US41,,N,,,,,,,37.85914324,-87.57519187,16.209,2019-01-25,1807,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & GRADE,DARK (UNKNOWN ROADWAY LIGHTING),,,43492.72764,False,57,Accepted,5,5,O,,INATTENTION,OTHER,2019,1
87,24556704,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041,,US41,,N,,,US0041,US41 E RAMP TO US41 N,US0041,US41 S EXIT81 OFF RAMP TO US60 E,37.85675469,-87.57285192,16.019,2019-01-27,1144,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,43493.54094,False,65,Accepted,5,5,O,,INATTENTION,,2019,1
88,24556705,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,,,2ND,ST,,US0041A,GREEN,,,,,37.83955906,-87.58842376,0.006,2019-01-28,812,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,43493.54099,False,60,Accepted,5,5,O,,"FAILED TO YIELD RIGHT OF WAY, NOT UNDER PROPER CONTROL",,2019,1
89,24558838,0510100,HENDERSON POLICE DEPARTMENT,Accepted,HENDERSON,US0041A,1725,GREEN,ST,S,,,,,,,37.81775887,-87.6122658,13.867,2019-01-25,1813,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,43493.84787,False,61,Accepted,5,5,O,VIEW OBSTRUCTED/LIMITED DUE TO RDWY,MISJUDGE CLEARANCE,,2019,1
